comment_id,username,text,created_at_utc,like_count
17968937990939813,imedgie_heisthejuan,Mayor Magalong hinog na siya para maging Presidente ng Pilipinas! Vico Sotto medyo weak pa. Pero darating din ang araw magiging hinog na siya. Kung gusto niyang maging Vice president ni Magalong,2025-08-17 10:07:28+00:00,0
18076979365953931,christophertimpug,Nalimutan na mga missing sabungeros,2025-08-17 10:06:16+00:00,0
18351909403091959,cokeintheclearing,We would like to know who the members are of this group. 🇵🇭,2025-08-17 09:33:06+00:00,0
18279030826276788,__eric90,I trust this guy’s POV. He’s good at it afterall,2025-08-21 17:44:25+00:00,0
18081146929736121,rommeljs,Maliit lang Yan. Mas malaki dyan ang napupunta sa sponsoring senator and/or representative,2025-08-21 10:49:35+00:00,0
17946876368896956,sixpostmeridiem,SPEAKING FROM PERSONAL EXPERIENCE,2025-08-21 10:57:56+00:00,0
18078254747296625,joey.fernandez6400,Galing pa sa yo ha. MANDARAMBONG,2025-08-23 13:41:55+00:00,0
18075977644823097,mdumindin,How can investigate themselves? Sila un mga mandarambong,2025-08-21 12:18:25+00:00,0
17935412697076731,frankie.madz,Broken system. Corrupt politicians. People suffer,2025-08-21 20:56:33+00:00,0
18076587445821322,hobettkho,Where is the coa pre and post audit report given to,2025-08-21 12:16:07+00:00,0
18132146398399909,zionsnow2019,"Isn’t it ironic, don’t you think? Jinggoy, the plunder master himself, whose father was also a plunderer, now speaks about other people’s plundering. Haay why do we keep hitting ourselves in the head voting for Estradas, Marcoses, Dutertes, Romualdezes, Villars, Cayetanos, Tulfos (yes we remember the PTV 4 scam) et al. Anti-Dynasty bill must be passed through a people’s initiative, and not through an act of Congress. Tama na",2025-08-21 23:31:41+00:00,0
18070454243150349,bags168168,Dpat may makukulong sen tulad nyo before ha,2025-08-21 23:26:42+00:00,0
17845865007535396,arc47,"ung sa politiko nag simula pero naghahanap ka ng sisisihin, hehehe, ano dapat COA lng sisihin sa lahat kasi hindi kayo na check ng mabuti, kung ako sa COA dapat ituro nila lahat yan, kasi sila isasangkalang ng mga corrupt na nagbibigay ng pondo sa mga project kuno! Damay damay na dapat",2025-08-21 10:51:34+00:00,0
18394859665185931,pyleontology,The protectors of corruption will investigate corruption. 😂😂😂,2025-08-21 10:35:09+00:00,0
18064128992586188,ollypopsicle,Grabe! Korapsyon hanggang langit! O impyerno,2025-09-16 17:31:57+00:00,0
18057479075420050,schaidenfreude,"Still waiting for the first one to either go to jail, or return the money, or do the rework on these flood control projects! Stop acting like enough na yung palabas niyo sa TV - we need accountability. And that means doing the right thing after you mess up",2025-09-16 16:30:33+00:00,0
18097020679630197,bae_marea,di man lang kayo nag sama ng professional para ma explain sa inyo ang tawag po kasi dyan is weep hole or drain hole 😂,2025-09-17 03:59:40+00:00,0
18109495147559144,12bmp12,May makukulong na ba,2025-09-16 17:46:51+00:00,0
18071189728906554,alexvlapa,"The time and effort to even make fake props, talagang may intent na mang gago. Sana ginawa na lang tama in the first place since nag abala na sila. Di man lang mediocre but functioning. They fully went out of their way para lang manloko",2025-09-16 22:19:57+00:00,0
17972903918934226,pierresd,"Suggestion lang kina Sec Dizon and Mayor Magalong, bring a full set of plans before you go and inspect a project. Those pipes are probably intended as weep holes para di maoversaturate ng tubig yung lupa sa ilalim. They also probably didn't follow the design for weepholes (usually may porous/permeable material before that) pero saying na those are fake or props shows na kulang yung kaalaman nila on design and someone needs to help them learn",2025-09-17 01:59:05+00:00,0
18023718740538811,_jonh_rome,Dapat may makulong. Especially mga official ng gobyerno who were part of this heist. Kawawang Pilipinas. 💔😭,2025-09-17 15:14:07+00:00,0
18086699965873574,jdynnaglln,Freeze and seize all the bank accounts ng mga sangkot sa corruption,2025-09-17 14:32:22+00:00,0
17928266709097783,all.about.kimrowi,at least add which contractor,2025-09-17 14:29:14+00:00,0
18080839360781919,jasaboco02,Kapal.Buhay ng tao at kabuhayan ang nakasalalay jan .Kala nyo di mabuking for life porke me nababayaran kayo matatatas na tao ha,2025-09-17 14:15:29+00:00,0
17858214969507294,its_christiano,The name silver wolves already sounds untrustworthy,2025-09-17 13:59:38+00:00,0
18075826631286209,jubos_dedushka,You are all corrupt ❗️🖕🏽🖕🏽🖕🏽,2025-09-17 11:37:42+00:00,0
