comment_id,username,text,created_at_utc,like_count
17860788852407140,itsgiantcarlo,,2025-08-17 09:42:25+00:00,0
18322443298228474,evaviax,🙌🙌,2025-08-17 09:40:22+00:00,0
18351909403091959,cokeintheclearing,We would like to know who the members are of this group. 🇵🇭,2025-08-17 09:33:06+00:00,0
17953866908989810,rumatg,👏👏👏,2025-08-17 09:21:54+00:00,0
17998167437811525,earthboy0209,❤️❤️❤️❤️❤️,2025-08-17 09:10:04+00:00,0
18041646218347745,fanniee_03,🙌🙌🙌🙌🙌,2025-08-17 09:08:50+00:00,0
18279030826276788,__eric90,I trust this guy’s POV. He’s good at it afterall,2025-08-21 17:44:25+00:00,0
18073292642101904,aadj_jr,Turuan na,2025-08-24 14:09:18+00:00,0
18081146929736121,rommeljs,Maliit lang Yan. Mas malaki dyan ang napupunta sa sponsoring senator and/or representative.,2025-08-21 10:49:35+00:00,0
18123416248469206,igtekto,Huh? Alam nya ba talaga function ng COA?,2025-08-22 02:06:24+00:00,0
17946876368896956,sixpostmeridiem,SPEAKING FROM PERSONAL EXPERIENCE,2025-08-21 10:57:56+00:00,0
18078254747296625,joey.fernandez6400,Galing pa sa yo ha. MANDARAMBONG!!,2025-08-23 13:41:55+00:00,0
17852763852518069,j_010217,Ay talaga ba ang linis nmn ng plunderer itself na anak din ng plunderer!!!! 😂😂,2025-08-21 14:52:07+00:00,0
17891780064183056,pinggeee,,2025-08-22 02:22:25+00:00,0
18019998404733393,lytes_floresaqua,WOW ANONG GINAGAWA MO DYAN.. HOY WALANG KANG KREDIBILIDAD PARA MAGBUSISA SA KAMUKHA MONG MGA KAWATAN.... SAME LANG  LANG KAYO MGA PLUNDERER... 😂😂😂😂😂,2025-08-23 04:01:27+00:00,0
18075977644823097,mdumindin,How can investigate themselves? Sila un mga mandarambong.,2025-08-21 12:18:25+00:00,0
17935412697076731,frankie.madz,Broken system. Corrupt politicians. People suffer.,2025-08-21 20:56:33+00:00,0
18536454844061170,iiimsaaa,Ito na ata ang pinakamakapal ang mukha sa lahat. Pamilya din ng mga kawatan to e. 😂,2025-08-23 10:28:28+00:00,0
18076665331955344,jeff.ffej.90,Coming from convicted plunderer alam nya kasi na experience na nya😂,2025-08-22 04:49:54+00:00,0
18310008934244494,sugarleil,nag salita ang magaling na kawatan,2025-08-22 07:47:16+00:00,0
18076587445821322,hobettkho,Where is the coa pre and post audit report given to,2025-08-21 12:16:07+00:00,0
18019064441560729,spicycurrryy,Hayup ka jinggoy!! Kala ko hindi convicted amputa,2025-08-22 23:44:23+00:00,0
18132146398399909,zionsnow2019,"Isn’t it ironic, don’t you think? Jinggoy, the plunder master himself, whose father was also a plunderer, now speaks about other people’s plundering. Haay why do we keep hitting ourselves in the head voting for Estradas, Marcoses, Dutertes, Romualdezes, Villars, Cayetanos, Tulfos (yes we remember the PTV 4 scam) et al. Anti-Dynasty bill must be passed through a people’s initiative, and not through an act of Congress. Tama na.",2025-08-21 23:31:41+00:00,0
18070454243150349,bags168168,Dpat may makukulong sen tulad nyo before ha,2025-08-21 23:26:42+00:00,0
17924062848000281,scotty22143,Yung paulit ulit na ibinagay ang PDAF sa mga pekeng Foundations ni Napoles,2025-08-21 20:10:54+00:00,0
18122449867427963,regiminimilitantis,Binabanatan pabalik yung agency na nagpaconvict sa kanya! 😂😂😂,2025-08-21 13:06:18+00:00,0
18494294038066703,itsmeannplata,MAGSIPAG TRABAHO KAYO MGA NAKAUPO. MAHIYA NAMAN KAYO!!,2025-08-21 11:25:07+00:00,0
17845865007535396,arc47,"ung sa politiko nag simula pero naghahanap ka ng sisisihin, hehehe, ano dapat COA lng sisihin sa lahat kasi hindi kayo na check ng mabuti, kung ako sa COA dapat ituro nila lahat yan, kasi sila isasangkalang ng mga corrupt na nagbibigay ng pondo sa mga project kuno!!! Damay damay na dapat!!",2025-08-21 10:51:34+00:00,0
18394859665185931,pyleontology,The protectors of corruption will investigate corruption. 😂😂😂,2025-08-21 10:35:09+00:00,0
18064128992586188,ollypopsicle,Grabe!!! Korapsyon hanggang langit! O impyerno!,2025-09-16 17:31:57+00:00,0
18057479075420050,schaidenfreude,"Still waiting for the first one to either go to jail, or return the money, or do the rework on these flood control projects! Stop acting like enough na yung palabas niyo sa TV - we need accountability. And that means doing the right thing after you mess up!",2025-09-16 16:30:33+00:00,0
18067097783262511,darmcwy,Grabe gahaman talaga. Wala ng konsensya gumawa nyan,2025-09-16 16:44:13+00:00,0
17853247332539362,itsriarich,GISING PILIPINAS!!!!,2025-09-17 00:27:27+00:00,0
18084356728902233,feli.sa1456,laganap pala buong Pilipinas,2025-09-16 16:34:41+00:00,0
18097020679630197,bae_marea,di man lang kayo nag sama ng professional para ma explain sa inyo ang tawag po kasi dyan is weep hole or drain hole 😂,2025-09-17 03:59:40+00:00,0
18109495147559144,12bmp12,May makukulong na ba?,2025-09-16 17:46:51+00:00,0
18071189728906554,alexvlapa,"The time and effort to even make fake props, talagang may intent na mang gago. Sana ginawa na lang tama in the first place since nag abala na sila. Di man lang mediocre but functioning. They fully went out of their way para lang manloko.",2025-09-16 22:19:57+00:00,0
17849983344555466,b0mb3t,Ituloy nyo imbestigasyon sa buong Pilipinas marami pa kayo mahuhukay na nakawan.,2025-09-16 22:13:32+00:00,0
18093191041706249,npvllmr,Ibang klase talaga,2025-09-16 16:25:29+00:00,0
17972903918934226,pierresd,"Suggestion lang kina Sec Dizon and Mayor Magalong, bring a full set of plans before you go and inspect a project. Those pipes are probably intended as weep holes para di maoversaturate ng tubig yung lupa sa ilalim. They also probably didn't follow the design for weepholes (usually may porous/permeable material before that)  pero saying na those are fake or props shows na kulang yung kaalaman nila on design and someone needs to help them learn.",2025-09-17 01:59:05+00:00,0
17902519821126289,bookneuron,GALIT NA GALIT NA ANG TAUMBAYAN!,2025-09-16 16:49:08+00:00,0
18001037033808237,leogregz,Ang gagaling 🤬,2025-09-16 16:20:26+00:00,0
17983264448887326,dinahmay_sy,These govt people make me sick! Hindi kayo nahiya - pinapakain nyo sa pamilya nyo galing sa NAKAW!!! Kaya yan ng mga konsensya nyo???,2025-09-16 22:26:37+00:00,0
18327111490235615,pattychooo,🧐🧐🧐🧐🧐🧐🧐🧐🧐🧐🧐🧐🧐🧐🧐🧐🧐🧐🧐🧐🧐🧐,2025-09-16 16:39:00+00:00,0
18023718740538811,_jonh_rome,Dapat may makulong. Especially mga official ng gobyerno who were part of this heist. Kawawang Pilipinas. 💔😭,2025-09-17 15:14:07+00:00,0
18079227061984339,elashawarma,GRABE,2025-09-17 14:37:58+00:00,0
18086699965873574,jdynnaglln,Freeze and seize all the bank accounts ng mga sangkot sa corruption,2025-09-17 14:32:22+00:00,0
17928266709097783,all.about.kimrowi,at least add which contractor,2025-09-17 14:29:14+00:00,0
18080839360781919,jasaboco02,Kapal.Buhay ng tao at kabuhayan ang nakasalalay jan .Kala nyo di mabuking for life porke me nababayaran kayo matatatas na tao ha,2025-09-17 14:15:29+00:00,0
17858214969507294,its_christiano,The name silver wolves already sounds untrustworthy,2025-09-17 13:59:38+00:00,0
18075740198279413,justpassingthru003,Tokwa dregs...,2025-09-17 13:45:11+00:00,0
18477637288074358,aamandavillanueva,Whyyyy :(,2025-09-17 13:37:37+00:00,0
18018614318584809,hokrostum,FIRING SQUAD SANA PATI BUONG PAMILYA NILA,2025-09-17 13:07:16+00:00,0
17848045533560395,nimitz7,🤬🤬🤬🤬🤬🤬🤬🤬🤬,2025-09-17 11:47:45+00:00,0
18075826631286209,jubos_dedushka,You are all corrupt ❗️🖕🏽🖕🏽🖕🏽,2025-09-17 11:37:42+00:00,0
17913154407196865,coritoparedes,Start the Judicial Process ! Put all those Guilty of Graft & Corruption to Death Penalty .,2025-09-17 11:36:30+00:00,0
17969050976958128,mariemarieschuck,"They don’t really care about the country. There’s no love or patriotism . To go through these lengths to deceive means they hate the people . They just care about taking as money as they can . They enter Government for the sole purpose of stealing and taking the resources for themselves. Thats their game and the better they are at lying , making alliances and hiding that money is what makes them ’successful’ . It’s inevitable that these corrupt politicians and their families, their connections will have a tsunami of angry mob right outside their doorstep. It’s karmic retribution but the sad part of that is they left their karma/ legacy/ effect of incompetence, mediocrity, selfish ambition and corruption behind. I hope when the masses do get angry, it would be with purpose and they don’t get carried away and put into power strong men authoritarian types. I hope we learn from this awful tragedy.",2025-09-17 11:11:21+00:00,0
17842000281583352,karloskaroskie,"It might surprise you, but this also happens in Australia. The construction companies then usually declare bankruptcy, which let's them escape consequences if they're an LLC and not an individual. Later they rename and reopen",2025-09-17 11:09:42+00:00,0
18071293538170403,mrunplugged,Mga demonyo kayong magnanakaw!,2025-09-17 10:35:11+00:00,0
17860229613492933,empiebau,😡🤢🤮😡,2025-09-17 10:23:29+00:00,0
17849169117528038,romelloromellow,We’re at an age where you get what u voted for.,2025-09-17 10:19:07+00:00,0
18096294724653801,ron.baroqueviolin,Dapat ang managot na dyan ay local officials ng LGU.,2025-09-17 10:05:07+00:00,0
18096350827648603,mav9tail,If the problem is them dont depend on them to solve the peoples major corruption problem. Wake up Philippines this is our land.,2025-09-17 09:42:34+00:00,0
17934554469089624,mommynibeau,Make them accountable!!!,2025-09-17 09:41:49+00:00,0
17899184082272163,pareng.chanoy,Ipakulong na agad lahat ng nakapirma diyan sa Project na yan! Wag na sana magpaligoy ligoy pa. Kitang kita naman na yung pangloloko.,2025-09-17 09:27:19+00:00,0
18055542998575859,tetopcio2023,"Ano Yun, parang plastic lang😮",2025-09-17 09:24:43+00:00,0
18022877255548509,novs_g,Recover the funds and put the people responsible in jail,2025-09-17 08:59:18+00:00,0
18115761154519105,genmorata,Lahat na lang ng panggugulang,2025-09-17 08:57:36+00:00,0
18220103644310038,cherimei_17,Bumabaliktad yung tiyan ko jusko. Grabe sindikato,2025-09-17 08:49:19+00:00,0
18176495497348553,rachluvvv29,What the fugde,2025-09-17 08:38:25+00:00,0
17993302952832110,rrrrrrens,😂😂,2025-09-17 08:34:50+00:00,0
17930154317980121,jayortega_hq,🤬🤬🤬,2025-09-17 08:30:11+00:00,0
18043480628378359,mymy_625,That's for weep holes,2025-09-17 08:27:48+00:00,0
18145368214408650,7ngrakira,This guy is crazy hahahaha,2025-09-17 08:19:06+00:00,0
17912399157071561,ria.ahrt,Ang lala,2025-09-17 08:02:12+00:00,0
17961805529830355,ecxz99,OK lets start putting people through trial.,2025-09-17 08:00:34+00:00,0
18109642135488319,vanessa_abellera,Nakakasuka ang korapsyon sa Pilipinas! Ginawang joke ang mga Pilipino. 😢😡,2025-09-17 07:47:55+00:00,0
